image/key,en_caption_2,es_caption_2
4dbacd9fc2635e59,A large bell on a platform under a gazebo.,Campana gigante con techo a la entrada de un edificio
4dc5d6c869f367a8,A man snorkeling in clear water.,Hombre buceando con tubo respirador
4dd4ecd2137e4e18,A dog standing outdoors on a tiled floor next to a small wall.,Perro rottweiler con cadena de acero en el cuello con la lengua afuera
4ddb0a9b2f7e3274,A top down view of several purple flowers on stalks.,Flores violetas con vegetación de fondo
4ded985c48c6ceb2,Two men at a shop.,Par de jóvenes frente a un puesto en una plaza
4dfdc9df8d9c636c,Goats surrounded by snow covered mountains.,Cabras salvajes de los Alpes disecadas en un museo
4e0bdba01c23adb7,Several akashiyaki dumplings in a red tray placed on a table.,Bollos de crema sobre una charola roja
4e1967971a50a149,A large crowd sitting in a conference hall.,Chicos sentados en bancos y en el suelo en medio de una convención
4e3bea0e5e194eb4,A view through a window of houses in a city with mountains in the background.,Vista desde un balcón de los techos de una ciudad
4e594d20ad2df3f3,Defocused image of stalls and people.,Área de comida rápida de un aereopuerto
4e5eeac8b27bd6fa,A closeup view of purple hyacinth flowers on plants in a white pot.,Jacinto en maceta sobre mesita y fondo blanco.
4e73cdf1068beb80,A young man sailing yacht on the water.,Hombre manejando embarcación en el mar.
4e9f3deccce7ef53,Clay name on the old stone wall.,Letras de barro en una pared de roca a la luz del día
4ef67ac4fca2ac25,A roasted pig and boiled potato on the old wooden table.,Rata asada en plato rústico sobre mesa de maderda.
4f245e960edcb1c5,Young man and lady standing besides the painting.,Pintura sobre lienzo en exposición con espectadores.
4f36317f76d37fe2,Employees celebrating goodbye party in the office.,Trabajadores de una oficina reunidos celebrando un cumpleaños con pastel
4f443bae34545b88,People landing from airplanes at the airport.,Personas descendiendo de un avión en el aeropuerto
4f55af633bb87578,A view looking down a dirt road going into an open gate of a fenced area.,"Reja metálica con un camino de tierra bajo el sol, nubes y cielo azul"
4f67570c88634d15,Inside parts of mobile phone and a sim card.,"Tarjetas de circuitos, baterías y una tarjeta SIM sobre una mesa blanca"
4f6a83e30528e176,A very colorful sea slug in the sea.,Invertebrado marillo de color amarillo sobre una roca con algas
4f7690139c7e633b,People walking near the new town hall.,"Exterior de una catedral bajo el sol, personas caminando en las afueras"
4f8e444abe6d1c8d,A person holding a microphone on the stage.,Hombre asiático hablando al micrófono bajo la luz de un reflector
4fb9e52892a01f31,A person standing near a car parked in the parking lot.,Mujer de pie junto a un coche Mercedes-Benz estacionado al aire libre
4fbbe82d1c5a0104,Two men standing at a food stall on the street.,"Hombre en un puesto callejero, dos hombres de pie"
4fcd7532594c92f1,Tables and chairs near the fence.,Vista de una catedral a la orilla del mar desde un balcón con comedor
4fd0e48966ed1ddd,Old people sitting at a restaurant table.,Personas mayores en restaurante elegante
4ff048cb21b750c3,A woman showing a henna design on her hand.,Mujer con tatuajes de henna en la palma de las manos
501004da4062546c,Horses in the paddock during the day.,Caballos en el potrero durante el día
5018f0cfe2c7dbdb,Mud volcano with hot water pools and trees near it.,Acercamiento de geiser en la tierra
50655ac4371cb67c,People standing in the hall.,Personas de pie en una convención bajo techo durante el día
5071b5642037dcba,Green field and helsinki cathedral next to it.,Vista de una iglesia blanca desde una montaña en día soleado
50749863931007e6,People near the jupiter's temple.,Personas reunidas en la explanada de un edificio antiguo
5077cda50f5c52cd,Green saucer ball on the floor.,Acercamiento de balón verde de evento de futbol femenil
507de7cb908bf6fa,Hybrid fuchsia in the garden.,Acercamiento de flores moradas en el jardín
5081c15ef8b247cd,A man tying a headband for another man.,Hombre colocando una cinta negra en el cabello de otro hombre con camisa negra
508fecad83920413,An old cassette player on the floor.,Estéreo antiguo con bocina en el suelo
50a700ff4e87b613,A young girl sitting on the floor.,Mujer en concluyas al interior de casa sencilla
50b49c1bd964070d,Varieties of food on the tray with a spoon and chopsticks.,"Charola con ramen, vegetales y distintos recipientes con especias"
50b8a355476a9cb8,Football players on the ground.,Hombres en una cancha callejera de basquetbol bajo el sol
50d937c166562a69,Big prayer drum hanging on the rod.,Tambor tradicional colocado en pórtico de casa sencilla
50e3dba138b19549,Two women are posing together.,Mujeres en bar posando para la foto
50e7a6280977e052,A punch of color pencils in a pouch.,Colores en estuches enrollados sobre la mesa
50e85d3e78a16fef,An inside view of an empty kitchen with white background.,Muebles de cocina integral blancos vacíos
50fd5892e0aaf524,A woman wearing a backpack is standing at the reception.,Recepción de comercio con una mujer comprado
5130eb6f01510b11,Meringue on a white tray.,Panecillos glaseados en charola para hornear en la mesa
513eb01f73bef79c,A city surrounded by trees and buildings.,Vista aérea de la ciudad y cielo azul
5140d8ea335918a1,A book on the table specs on it.,Lentes sobre libro abierto boca abajo sobre la mesa en color sepia
514a005c4fc9c132,A wall made of irregularly shaped rocks fit together.,Acercamiento de rocas negras
51610d9125a0ab9c,A man standing and holding a mike by looking at a laptop on a table.,"Dos hombres preparando una exposición, podios, computadoras, piso de madera"
5161fec66a8960ac,City between the mountains.,"Vista de un pueblo desde la mañana, árboles, luz del sol, cielo azul"
516464d0b77b00fd,A field with trees in the distance.,"Paisaje de una pradera, hierba corta, árboles, cielo nublado, luz al amanecer"
51ae7bf868b01f2e,A boy holding a knife is wearing a costume.,Niño vestido de Duende con sombrero verde con una espada de papel en medio de sala
51e64f6ceabb4ce6,A cameraman recording a game in progress.,Hombre con barba mirando en la pantalla de una cámara profesional de video
52003c3883b8e0ff,A slum next to a monument.,"Pancartas en una construcción antigua, escultura alta, tiendas con carpa, cielo nublado"
524bec4688381d06,Open textbook with text and a few pictures.,Libro abierto con texto e imágenes informativas
525ee0a4aaa2e61b,Colorful flowers and grass in the garden.,Campo de flores y pasto.
52703934c70f8b01,A smiling couple posing together.,Pareja posando para foto en un restaurante casi vacío.
5279250e0dac3a5c,A reflective patterned wall Georgian era ceiling.,Acercamiento de decoración de techo gris y blanco
529730a127cce67d,Trees in the garden and buildings next to it.,Árboles en parque de ciudad.
5297bfb5391fcd37,Red berries with green leaves and green plants.,Acercamiento de moras en la rama del arbusto
52aae425a91f09a9,A model of a castle in a park.,Pequeño castillo rojo en el parque de la ciudad y bote de basura
52ab132e9fbb13ff,An old man is holding a mic for a young man.,Hombre mayor entrevistando a joven afroamericano con micrófono
52cf6705801a697c,A small hut in a cultivation land surrounded by trees and hills.,"Pequeña choza sencilla en medio del campo, montañas y arboles"
52d57d0ad3897023,A macro shot of a bull dog sleeping on a wooden bench.,Acercamiento de perro bulldog francés dormido sobre piso azul de madera
52f5fb78d15bbf92,Inside the toys section of the mall.,Estantes de supermercado japonés con artículos variados
52f78ca3a7751362,An old car parked in the parking lot of the workshop.,Automóviles clásicos estacionados en interior
5301943bf0c51c01,A sparrow on the fence.,"Pequeño pajarito sobre silla de metal, más sillas al fondo"
5349c9682b1a5d7b,Entrance of the club at night.,Letrero de led neón de antro y personas en el exterior esperando
535547a4f4459378,A red house in the garden surrounded by trees.,Clásica cabaña en medio del campo rodeado de árboles.
5399c9438e6d62be,A walkway beside the buildings in a city surrounded by trees.,"Bonita calle de la ciudad, letrero de comercio, árboles y cielo"
539affb5b252b664,Two tall bushes of green grass in a field.,Hierba alta color verde en el campo a la luz del día
53a96f0c616fe654,A man standing near a donkey with a load on it.,Hombre explorador con burro cargado de pertenencias en pastizal y zona de árboles.
53fd04875e29d5cf,Mongooses in the wild.,Par de mangostas descansando sobre el pasto.
541307696f84d7e2,Information displayed on a whiteboard.,Letrero para “salvar las cervezas” en blanco y negro
5415533b238cce4c,Goats grazing in the meadows.,Cabras pastando en la hierba alta bajo el sol
542c9a54f5399550,Blooming lotus flower with green leaves.,Flor de pétalos rosas con tallo verde en medio de grandes hojas verdes
543a84c720cd372e,A man standing by a stone wall with a mountain in the background.,Joven posando para foto cerca de una barda de piedra con paisaje de montaña al fondo.
5444099c2d172faa,A black car is parked on a road.,"Auto estacionado en calle de establecimientos, seguido de otro auto."
5453e0e7b4bfffa7,Ring tailed lemur eating a fruit while sitting on a fence.,Lémur comiendo sobre una rama en el zoológico
5467dc4019314117,The parrot with the brown wooden background.,Acercamiento de un periquito verde sobre la pierna de una persona
5495ff2a8bc22dc7,Electrical outlets on the wall.,Dos tomas de corriente eléctrica en la pared
54ea57b2f002f59b,A crowd of people with a red background.,Personas durante conferencia en auditorio de interior rojo
54f5e66e3cb039b4,A classic red car is parked on the road.,Automóvil clásico americano color rojo estacionado afuera de construcción
5511184a8f7519a8,Red cherries on the branch.,Acercamiento de rama de cerezos creciendo
55199ece2ced21c8,A landscape of mountains.,Hermoso paisaje de las montañas y bosque con cielo azul
551c13595d987201,Scottish highland cows.,Vaca con pelaje marrón sobre la arena bajo el sol
55275b6d928e7503,A closeup view of the red autumn leaves on the wall.,Hojas rojas en el otoño sobre una barda
552cf561f0ed2b52,Two glasses of beer on the table.,Dos vasos de cerveza en la mesa del restaurante
555e05b577d72ccc,A white bowl of pumpkin soup with croutons.,Crema amarilla con crotones y especias en plato blanco
5595fd493768dffb,White flower with leaves surrounded by trees.,Flor de pétalos blancos y hojas verdes bajo el sol
5596944df50f42ba,A man standing on a ladder near the corner of a room near a lamp.,Hombre pintando pared en escalera
55a44c2d82d43114,A gift box on a white table.,Caja de cartón de regalo con una tarjeta
55afdc0c49acce4a,A potter sitting and working with clay and a clay figurine.,Artesano trabajando con barro sentado en el suelo
55bac85cb9f52a4b,The sheep and lamb on the green grass.,Oveja y cordero sobre el pasto verde
55d2301b916cf359,Storm clouds over the city.,Ciudad con cielo nublado y rayos de sol
55db5db2f3d40e7e,A musician playing the french horn.,Acercamiento de hombre tocando la trompeta en blanco y negro
56078b13e6ff5c2a,White plaster bust sculpture portrait of a man.,Escultura de hombre antigua en fondo beige
56145db9bd2ff3a1,Purple passion flower surrounded by green leaves.,Acercamiento de flor morada en el jardín
5641e6ad7d2600f2,A yellow and a black car are parked at a car rental.,Automóviles en exhibición al exterior de campo
5641f50993d545fe,Trees in the snow in the evening.,Arboles altos en invierno y cielo oscurecido
56914983b7777be2,A portrait of peacock.,Retrato de pavo real con fondo de naturaleza desenfocado.
5692ed295e72346b,A marble table set on the grass.,Mesita y bancos en un parque.
56a1e9f45b126934,A focus view of a black-brownish cat lying on a black mat.,Gato rayado sobre la alfombra.
56a8b2fa18b3711e,A city beside the river and trees.,Vista de la ciudad de Konya desde las montañas.
56b087c53b6c4e4b,A name displayed on a building with white pillars.,Fachada principal de escuela con letras del nombre de la misma.
56c11973de323489,"A clear view of Ferris wheels against the sky, with some slides in the background.",Rueda de la fortuna en parque de diversiones de día.
